employee_id,age,gender,marital_status,department,job_role,job_level,monthly_income,hourly_rate,years_at_company,years_in_current_role,years_since_last_promotion,work_life_balance,job_satisfaction,performance_rating,training_hours_last_year,overtime,project_count,average_hours_worked_per_week,absenteeism,work_environment_satisfaction,relationship_with_manager,job_involvement,distance_from_home,number_of_companies_worked,attrition
1988,43,1,1,1,2,2,19906,34,19,7,1,1,1,3,74,1,1,53,3,3,2,2,9,2,0
1989,38,0,0,4,2,5,7183,19,8,9,5,1,4,3,53,0,8,32,12,1,1,2,35,1,1
1990,23,0,2,1,2,4,18344,76,20,14,6,1,3,3,95,0,4,48,5,2,3,3,1,2,0
1991,45,1,0,3,2,3,3597,26,10,10,4,4,1,4,18,1,1,50,15,1,3,4,30,2,0
1992,57,0,2,4,3,4,12837,95,17,9,9,1,4,1,20,0,9,36,17,2,3,1,37,1,1
1993,51,1,2,1,1,1,10495,44,19,11,0,4,5,4,74,0,2,31,16,3,4,4,37,1,1
1994,58,1,2,0,1,5,16088,97,1,11,4,3,3,1,85,1,1,53,16,3,3,3,49,1,0
1995,55,1,1,3,3,5,13976,30,21,7,7,3,2,1,18,1,1,51,7,3,1,1,20,3,0
1996,59,1,1,4,1,3,6176,16,26,11,9,1,2,4,27,1,2,57,5,4,4,4,25,2,1
1997,56,0,0,4,1,5,17412,90,15,14,1,1,2,4,95,0,9,46,13,4,2,3,3,2,0
1998,52,1,0,1,0,2,5898,17,11,3,7,3,1,4,89,0,8,57,7,2,1,4,34,4,0
1999,55,0,1,4,3,5,9943,22,25,3,5,1,3,1,18,1,4,55,18,1,4,1,7,1,1
2000,22,0,0,3,1,3,9850,51,7,14,0,1,5,2,14,1,2,39,7,4,4,1,26,1,0
2001,28,0,1,2,0,5,18731,67,16,5,9,1,4,3,4,0,9,42,10,3,3,1,3,3,0
2002,27,1,1,1,3,4,18564,69,3,9,8,2,3,2,11,0,8,55,11,3,1,4,20,1,1
2003,52,0,2,0,3,1,13651,63,23,1,7,1,4,2,22,0,5,30,16,2,3,4,16,2,0
2004,25,1,2,4,2,4,4554,73,12,1,4,2,4,1,48,1,2,49,16,3,4,3,9,1,1
2005,58,0,1,3,0,2,14934,74,24,9,3,4,2,3,80,0,3,52,15,1,1,2,9,2,0
2006,23,1,2,4,0,2,3671,92,16,12,0,1,1,3,10,1,8,55,16,3,1,2,32,4,0
2007,32,1,1,0,0,1,11274,60,20,7,1,1,1,3,94,0,8,33,13,4,3,2,39,3,0
2008,21,1,2,3,3,1,15512,77,19,11,4,2,5,4,40,0,7,34,14,1,3,1,37,4,0
2009,24,1,0,0,2,1,13669,93,2,13,4,4,5,4,57,1,9,35,6,2,1,4,14,3,0
2010,46,0,0,3,3,1,4451,46,8,14,7,2,2,2,71,0,7,43,10,3,3,2,49,3,0
2011,51,0,1,2,1,5,8237,80,19,4,4,4,4,1,39,1,3,42,12,2,2,1,3,4,0
2012,40,1,1,3,1,4,13317,99,23,1,4,2,2,4,21,0,1,50,3,3,2,1,32,2,0
2013,27,0,2,0,1,2,10985,18,11,6,2,2,1,4,95,0,3,45,19,2,3,4,25,2,0
2014,57,1,2,1,2,5,12474,43,27,9,6,3,1,2,9,1,2,57,4,2,3,3,5,1,0
2015,27,1,1,2,3,1,3534,63,11,6,5,2,2,4,38,1,6,35,5,2,1,2,35,4,0
2016,22,0,0,4,0,3,18009,37,2,5,4,3,3,1,50,1,5,54,18,2,4,4,24,4,0
2017,22,1,0,2,1,3,15040,17,5,1,1,1,1,2,44,1,9,48,0,3,4,1,18,1,1
2018,41,1,1,2,1,4,10761,68,5,9,3,1,5,1,69,1,8,52,16,1,1,3,21,3,0
2019,25,1,0,4,3,2,7666,35,25,9,2,3,3,3,98,0,5,42,5,3,4,2,21,4,0
2020,21,1,1,3,0,2,7673,94,24,1,6,1,2,2,74,1,2,45,18,1,3,4,17,1,0
2021,42,1,2,2,2,4,13645,58,24,12,8,1,3,1,17,1,6,37,7,3,3,3,44,4,0
2022,21,0,0,2,1,1,5162,34,10,4,2,4,4,3,96,1,5,40,13,4,2,4,10,2,0
2023,57,0,0,1,1,1,13018,71,2,12,6,3,3,4,40,1,4,44,10,1,1,2,3,2,1
2024,36,0,2,1,1,2,6998,83,15,1,8,1,2,3,76,1,8,54,16,2,1,4,3,1,0
2025,54,1,2,0,0,2,18089,85,18,10,4,2,4,1,68,1,8,52,15,3,2,4,31,1,0
2026,53,1,0,4,1,2,6692,66,12,4,7,2,5,4,52,0,8,32,18,4,3,3,4,1,0
2027,42,1,0,3,0,1,10476,94,10,7,7,4,5,3,63,1,5,55,14,2,4,4,25,2,1
2028,49,1,1,3,1,3,7059,31,7,8,6,2,1,3,99,0,6,32,11,3,4,3,43,4,0
2029,27,1,1,0,1,4,11522,80,15,3,0,3,3,2,45,1,3,33,15,3,1,2,19,2,0
2030,41,1,0,3,0,4,16270,26,15,3,4,1,2,4,24,1,6,41,11,4,3,1,3,4,0
2031,55,0,1,3,0,5,4527,72,12,10,9,2,5,2,67,1,3,41,14,1,1,3,19,1,0
2032,24,1,2,1,2,5,15375,91,29,5,8,4,5,1,46,0,8,52,0,2,3,2,31,1,0
2033,32,0,1,3,3,3,10051,19,29,11,8,4,3,1,28,1,9,33,16,3,1,4,3,3,0
2034,48,1,1,3,1,2,19957,94,20,6,5,3,2,1,23,0,5,34,19,3,4,4,37,2,0
2035,50,0,0,0,1,3,9146,86,15,13,7,3,2,3,84,0,9,31,18,2,3,3,8,3,1
2036,35,1,1,0,3,5,10550,70,3,3,3,4,4,4,57,1,8,45,18,1,2,1,31,2,0
2037,49,0,0,2,3,5,6695,60,16,6,8,2,5,1,74,0,8,51,10,2,2,3,34,2,0
2038,35,0,0,3,3,4,3523,86,29,10,1,1,3,2,26,1,2,54,16,3,4,4,41,2,0
2039,31,1,0,3,1,3,12363,32,19,12,1,4,5,3,47,0,8,47,7,2,4,2,8,1,0
2040,36,1,2,3,1,1,13745,58,7,7,6,1,3,4,40,1,5,53,12,1,1,3,27,3,0
2041,35,0,1,1,1,5,15371,57,17,13,3,4,1,2,73,0,6,40,5,1,2,3,21,3,0
2042,31,1,1,3,0,4,12613,94,4,6,3,3,3,2,10,0,9,36,14,1,3,4,29,1,0
2043,27,1,1,1,2,2,13423,93,22,6,1,3,2,2,42,0,2,40,12,1,3,3,40,2,0
2044,39,1,0,2,2,3,5216,91,15,13,8,4,1,4,72,1,1,59,16,2,1,2,11,1,0
2045,22,0,2,4,3,5,13347,36,9,2,1,3,3,3,2,1,2,49,13,3,3,2,38,1,0
2046,35,1,0,3,3,1,9336,74,28,13,8,2,5,1,48,0,2,33,18,3,3,2,12,4,0
2047,49,0,1,0,1,5,12043,99,17,11,4,4,4,1,48,1,8,49,9,2,2,4,32,1,1
2048,42,0,0,0,2,1,18573,77,1,4,4,1,5,2,43,1,7,33,13,1,4,4,37,3,0
2049,47,1,0,3,2,3,16406,38,2,1,6,2,1,3,5,1,2,49,1,2,3,3,25,3,1
2050,59,0,1,1,0,1,12371,79,7,10,4,1,1,3,47,1,2,54,6,4,4,2,45,1,0
2051,24,1,0,0,1,1,6595,43,23,13,5,4,1,2,88,1,9,50,0,3,1,1,19,1,1
2052,39,1,0,0,1,4,13051,15,14,5,2,3,3,1,70,0,2,49,8,2,2,2,49,3,0
2053,59,0,2,2,2,3,3737,15,5,13,2,1,2,3,26,1,9,35,6,4,3,3,31,1,1
2054,20,0,0,2,2,5,14004,87,4,13,2,2,1,1,49,1,6,51,4,2,4,2,37,3,0
2055,49,0,2,2,0,2,13984,35,13,10,0,3,2,4,85,0,1,58,5,1,3,1,1,3,1
2056,40,0,1,0,0,3,16086,92,10,3,2,1,1,1,82,1,6,32,10,3,4,3,28,3,0
2057,39,0,2,0,1,3,16491,42,13,3,3,2,4,3,93,0,1,57,6,4,4,4,37,2,0
2058,25,1,0,3,0,2,8342,32,22,4,5,3,5,1,85,1,6,41,16,4,1,4,32,4,0
2059,41,0,1,3,2,5,16248,66,24,12,3,1,3,3,22,1,1,43,2,1,1,4,18,3,0
2060,37,1,0,1,1,4,11718,80,12,9,2,1,4,2,75,1,6,56,12,4,4,1,13,3,0
2061,27,1,0,0,2,5,3448,76,23,11,7,2,4,4,65,1,3,30,0,3,1,2,7,1,0
2062,58,0,2,3,1,2,14412,33,18,6,4,3,2,3,28,1,6,38,18,2,1,3,38,4,0
2063,51,0,0,3,1,5,17436,16,11,10,2,4,4,4,92,0,3,57,16,1,2,4,15,3,1
2064,52,0,2,2,2,3,19326,84,18,11,3,1,3,4,13,1,6,50,7,2,4,2,31,3,0
2065,35,0,1,2,1,4,9873,69,22,8,3,3,1,1,72,0,6,39,8,1,4,1,36,2,1
2066,31,0,1,2,1,1,9697,93,12,11,2,3,5,1,89,0,7,35,3,4,2,2,19,4,0
2067,57,1,0,4,0,5,7161,71,1,12,8,2,3,4,28,0,6,58,11,3,1,3,34,1,0
2068,53,1,2,3,2,1,10996,25,21,14,3,3,5,1,4,0,6,49,5,4,3,4,46,4,0
2069,33,1,0,2,2,4,13043,30,16,5,7,3,4,2,85,0,6,35,10,1,2,1,42,1,1
2070,55,0,0,2,0,1,3119,99,14,13,8,1,3,2,58,0,9,36,10,1,2,4,11,3,0
2071,52,0,0,0,1,5,17580,76,1,6,6,2,2,1,92,0,7,30,1,3,4,2,21,3,0
2072,42,1,0,2,3,2,15574,41,7,3,2,3,5,4,76,1,8,42,6,2,3,2,44,4,0
2073,21,0,2,0,3,3,15705,36,19,11,0,2,2,4,17,1,2,46,5,2,2,3,9,3,0
2074,40,0,0,1,2,3,19734,17,25,11,8,4,5,2,70,0,3,38,3,2,3,2,31,2,1
2075,21,0,1,2,0,1,13394,17,5,11,3,4,4,3,76,0,2,45,15,2,3,3,17,4,0
2076,46,1,2,0,1,3,12744,35,17,7,2,3,5,4,60,0,5,36,2,3,1,3,47,3,0
2077,28,0,0,2,0,3,5250,57,10,12,6,1,1,3,47,1,8,37,5,2,3,3,7,3,1
2078,20,1,2,1,1,2,17196,84,4,11,9,1,1,1,99,0,5,51,7,1,1,3,42,3,0
2079,30,0,0,2,2,1,14701,51,24,11,8,2,5,4,84,1,2,38,14,4,2,4,24,1,0
2080,22,0,1,0,2,2,16277,70,14,9,6,2,5,3,91,1,2,58,14,1,2,2,20,3,0
2081,42,1,1,1,3,2,17128,53,23,9,8,3,4,1,43,1,2,58,19,4,1,4,18,1,0
2082,45,0,1,1,0,4,18016,34,6,7,6,3,1,4,37,0,4,34,8,2,4,2,24,4,0
2083,23,0,2,1,2,1,18381,79,25,3,7,4,2,4,2,1,5,49,0,4,3,3,40,3,0
2084,37,0,1,4,0,2,15216,49,28,5,7,4,3,2,27,1,6,41,9,1,4,1,17,1,0
2085,25,1,0,0,2,5,19321,57,12,10,7,1,2,1,53,0,7,47,18,2,3,1,48,2,1
2086,54,0,0,4,1,3,8394,35,20,9,1,4,3,4,44,1,8,43,3,4,4,2,9,2,0
2087,41,0,0,1,1,1,14376,24,26,11,1,1,3,1,85,1,5,56,12,2,2,4,38,2,0
2088,34,0,2,4,3,4,4738,59,12,9,1,1,3,4,42,1,3,41,2,1,1,2,32,3,0
2089,41,0,2,2,2,2,16856,17,1,3,6,1,5,2,32,0,5,56,6,1,2,4,5,3,1
2090,56,0,1,4,3,5,14194,57,12,13,7,3,1,2,12,1,1,51,1,4,2,2,8,2,0
2091,31,1,2,3,3,3,15933,66,26,5,9,3,4,3,40,0,7,59,8,4,4,4,46,3,0
2092,57,1,0,1,2,3,14290,55,6,1,0,4,4,1,56,0,8,46,5,4,3,2,39,2,0
2093,37,0,0,1,2,5,5503,55,4,14,7,3,4,1,4,0,6,51,16,1,1,2,30,2,0
2094,54,0,0,0,1,1,12662,91,17,7,7,1,1,3,99,0,6,39,14,4,3,2,43,2,0
2095,49,1,2,2,3,3,14944,23,10,2,4,3,5,4,7,0,9,35,18,1,3,4,22,3,0
2096,43,0,0,0,1,3,14822,60,19,10,2,2,4,4,65,1,7,49,19,1,3,3,28,4,0
2097,49,0,1,4,0,3,16252,30,11,10,0,4,5,1,43,1,8,44,8,4,1,4,3,1,0
2098,33,0,2,3,0,2,5561,61,1,6,3,1,2,2,42,0,6,46,6,2,2,1,47,4,0
2099,25,0,0,3,3,2,7494,42,5,10,6,3,1,1,80,1,5,53,15,1,4,4,19,3,1
2100,22,0,0,3,3,3,19350,42,24,12,6,3,2,2,3,1,7,56,3,4,1,3,12,3,0
2101,35,0,2,3,2,4,19770,89,28,6,4,1,1,2,18,0,4,48,7,3,4,2,36,3,0
2102,26,0,2,2,2,3,9761,25,14,7,5,4,5,2,33,1,5,34,5,2,4,3,8,2,0
2103,33,0,1,4,3,1,6751,43,13,3,8,3,5,4,61,0,6,41,9,4,4,3,3,1,0
2104,28,1,2,3,3,4,5700,70,2,8,6,2,2,2,80,0,9,48,6,1,4,1,5,3,0
2105,34,1,0,1,0,1,8844,90,28,5,1,2,1,1,88,0,2,49,12,3,2,3,22,2,0
2106,40,0,1,4,1,5,11491,86,14,10,1,1,4,4,4,0,7,38,4,1,3,3,48,1,1
2107,54,0,0,2,0,5,19415,71,6,4,1,3,4,4,80,1,5,36,4,1,1,4,11,1,1
2108,21,0,0,3,0,2,11733,67,6,11,1,4,3,4,10,0,2,55,8,1,2,4,14,3,1
2109,46,0,0,2,1,2,19930,88,21,12,4,2,2,3,57,0,2,37,0,2,4,4,42,4,0
2110,21,1,2,3,3,2,17759,73,23,9,9,4,5,2,15,1,2,41,10,3,1,2,15,2,0
2111,54,1,2,1,3,5,17267,49,1,9,4,3,2,3,79,1,8,47,3,2,3,1,36,1,1
2112,37,1,0,4,0,1,19880,66,26,2,7,2,4,3,69,0,3,39,19,4,4,1,18,4,0
2113,33,1,2,1,0,4,15695,50,20,1,4,4,3,4,81,1,6,54,4,2,1,2,22,3,0
2114,39,0,0,3,1,2,19872,91,11,3,7,2,1,2,2,1,7,57,3,2,3,1,41,3,0
2115,37,0,2,0,2,5,13257,72,22,10,5,4,4,4,17,1,6,36,7,3,3,2,1,1,0
2116,29,0,2,4,2,2,16383,16,4,8,9,2,4,2,6,0,7,55,4,2,1,4,41,2,0
2117,44,1,2,2,3,3,9778,42,6,4,3,1,2,3,74,0,4,30,5,1,3,2,26,1,0
2118,21,0,1,3,2,4,3170,99,2,5,9,3,1,4,46,0,8,38,8,3,2,4,44,4,1
2119,44,0,2,1,3,1,11591,84,27,13,3,1,4,4,14,0,5,40,7,1,4,4,26,2,1
2120,52,1,1,0,3,2,18245,77,25,5,2,2,3,3,61,0,1,38,2,1,1,1,3,4,0
2121,55,1,1,3,3,3,14784,66,20,11,8,4,5,1,77,0,4,46,0,3,4,1,49,1,0
2122,50,1,1,2,1,3,17066,74,29,2,4,1,4,2,22,1,1,34,17,4,3,2,18,3,0
2123,33,1,0,1,0,4,7415,50,5,1,7,1,2,4,35,1,6,46,5,4,4,4,34,1,0
2124,20,1,2,4,2,5,14813,96,15,8,3,3,4,1,16,1,6,52,7,1,1,3,29,3,1
2125,35,0,0,0,1,5,9620,76,23,10,2,1,2,2,21,0,3,57,0,2,1,3,12,4,0
2126,22,0,1,3,2,2,16777,57,8,12,5,3,1,3,23,0,6,39,3,4,2,4,23,3,0
2127,54,1,2,3,1,2,10922,53,17,5,5,2,4,3,26,1,7,37,9,1,2,4,16,2,0
2128,25,0,0,3,2,5,5089,19,23,2,5,1,3,3,16,0,4,52,16,4,1,1,19,4,0
2129,44,0,1,3,2,1,3233,89,10,7,1,2,4,4,22,1,7,31,17,1,2,4,13,2,0
2130,32,0,0,1,0,1,19939,64,9,14,5,2,5,3,70,1,1,49,10,4,1,3,13,1,0
2131,53,0,0,4,2,3,13146,30,2,2,4,4,3,1,0,0,9,36,1,4,2,3,49,3,1
2132,27,1,2,2,1,4,6733,97,11,6,4,1,5,4,49,1,3,31,17,3,2,4,11,3,0
2133,40,0,2,0,2,1,6275,66,2,9,2,4,4,4,62,0,6,50,18,4,3,1,3,3,0
2134,53,0,0,3,0,2,18078,83,27,4,4,2,3,3,49,0,9,40,2,4,3,2,42,4,0
2135,23,0,2,3,2,1,10473,85,16,5,9,4,3,1,90,1,2,59,18,3,4,3,16,2,0
2136,44,1,2,4,1,4,7946,17,4,1,0,1,5,3,97,0,3,55,19,4,4,3,32,2,0
2137,34,0,0,4,2,2,3845,24,28,13,0,4,1,1,36,1,7,39,6,1,4,2,31,1,0
2138,23,1,2,1,0,4,9653,65,17,1,6,3,5,2,14,0,7,56,1,2,4,2,17,3,0
2139,31,1,2,1,0,5,4319,83,9,9,9,4,3,2,55,1,7,45,2,4,2,2,29,1,0
2140,51,1,1,1,0,4,12902,46,12,5,6,2,4,1,81,1,9,40,7,1,3,1,30,4,0
2141,51,1,2,0,0,4,17332,19,5,12,8,3,4,1,55,0,5,53,7,1,2,1,36,4,0
2142,47,0,1,1,3,4,5890,57,3,11,8,2,1,2,67,1,7,51,2,4,3,1,23,4,0
2143,32,1,0,3,0,2,5625,97,6,3,6,4,4,2,28,0,7,46,6,1,1,4,31,1,0
2144,50,1,1,1,2,4,8513,26,7,2,9,3,3,4,86,0,9,49,2,3,4,3,20,2,1
2145,33,1,0,0,2,4,11644,45,4,10,8,2,4,4,42,1,7,40,18,2,2,4,20,3,0
2146,39,1,2,1,2,3,4629,95,14,7,9,3,3,4,85,0,4,34,4,2,2,1,1,3,0
2147,37,1,2,1,2,2,13452,36,29,4,8,4,4,3,19,0,6,37,17,4,1,2,16,4,0
2148,48,0,1,3,3,4,17744,73,14,3,2,4,1,4,85,1,6,32,11,4,2,2,25,3,0
2149,25,1,0,3,3,1,3558,66,2,2,3,2,4,4,11,0,2,46,9,4,1,1,32,2,1
2150,51,0,2,3,3,4,11070,61,28,11,0,1,2,2,98,1,4,45,2,1,2,3,37,3,0
2151,48,0,1,1,2,1,13907,63,21,11,1,4,2,4,89,1,8,37,10,4,3,4,47,3,0
2152,21,1,1,3,1,5,4068,70,15,11,7,2,3,3,13,0,1,48,0,2,1,2,34,1,0
2153,42,0,1,4,1,5,13946,45,12,10,8,4,3,1,60,1,8,36,19,2,2,2,9,2,0
2154,38,0,2,2,2,2,12452,73,14,10,8,2,4,2,83,1,7,30,11,4,4,4,32,3,0
2155,50,0,0,2,0,2,13962,84,23,4,8,1,2,4,99,1,7,35,1,2,1,4,14,3,0
2156,24,1,2,3,0,5,18472,90,10,9,0,3,4,3,75,1,6,46,1,4,1,4,42,2,0
2157,38,1,2,0,2,2,8898,57,26,10,7,3,3,2,60,0,5,43,8,3,4,2,4,2,0
2158,53,1,0,3,0,1,10810,95,3,13,4,2,5,2,8,0,6,54,4,4,1,3,20,4,1
2159,29,1,1,3,0,1,10996,88,2,7,2,2,2,4,96,0,1,49,4,3,2,4,18,3,0
2160,44,1,2,1,1,3,19833,19,2,1,5,4,2,1,87,1,1,39,6,1,4,1,47,1,0
2161,21,1,1,0,2,2,6639,18,11,3,3,1,5,1,72,1,3,45,0,1,3,3,35,4,1
2162,30,1,1,3,3,2,4913,29,12,12,0,4,5,1,23,1,5,46,15,2,3,4,21,4,0
2163,50,0,0,4,1,3,13989,16,15,5,2,1,2,4,93,0,9,57,6,3,2,2,45,3,0
2164,34,0,0,2,2,4,7633,63,12,7,1,1,2,1,68,0,5,56,12,4,1,3,46,2,0
2165,28,1,0,4,2,1,8328,70,11,14,0,3,2,2,7,1,3,44,12,2,3,4,35,3,1
2166,42,0,1,4,1,4,8409,22,20,5,9,1,3,4,78,1,5,47,3,2,4,1,22,2,1
2167,38,1,1,4,0,3,7811,30,20,9,8,2,2,3,44,1,2,45,17,4,4,4,32,2,0
2168,28,1,2,0,0,2,8327,78,14,7,2,1,1,1,52,1,6,30,10,3,2,3,4,3,0
2169,54,1,1,0,1,4,6461,98,5,12,0,1,2,2,19,0,7,36,17,4,4,1,43,2,0
2170,40,0,0,0,2,2,10533,38,19,14,2,2,5,4,57,1,1,30,13,1,4,4,37,1,0
2171,28,1,0,2,3,3,4459,69,27,1,0,3,1,2,78,0,7,46,11,2,4,1,26,4,1
2172,47,1,0,1,2,5,14410,68,17,6,0,3,5,1,85,1,8,31,8,2,4,4,16,4,1
2173,26,1,0,3,3,2,17331,95,29,2,8,1,5,4,95,1,2,46,12,1,3,2,35,2,0
2174,35,1,1,3,3,4,19840,83,15,6,0,1,4,4,69,0,3,56,7,4,4,1,16,3,0
2175,35,0,0,1,2,4,11168,92,20,3,4,4,2,1,32,0,3,55,9,4,3,1,42,4,0
2176,52,1,2,3,2,3,8530,92,17,14,4,2,2,4,60,0,1,59,4,3,1,2,17,2,1
2177,23,0,1,4,2,4,3644,74,29,12,0,3,2,2,10,0,9,53,11,2,4,3,40,3,0
2178,23,0,0,2,3,1,13521,45,12,2,8,4,5,1,91,1,8,50,0,3,1,2,9,3,0
2179,58,1,2,3,0,2,15701,34,8,3,4,1,1,2,2,1,3,33,18,4,1,4,15,4,0
2180,59,1,0,2,3,1,10264,91,15,11,1,1,2,2,48,0,5,43,11,4,1,1,28,2,0
2181,36,0,1,1,3,3,16748,68,21,10,6,4,2,1,56,0,4,32,17,2,4,4,22,2,0
2182,56,0,1,3,3,1,8747,23,2,4,8,1,1,4,66,1,9,40,14,2,3,1,30,1,0
2183,58,0,2,2,1,1,5761,48,28,13,3,2,1,2,28,0,5,30,3,2,3,2,10,4,0
2184,48,0,1,4,0,2,17301,90,21,1,4,4,2,1,10,1,2,33,8,3,3,3,44,4,0
2185,55,1,2,4,3,2,19853,94,21,4,8,1,4,3,54,0,2,58,8,2,3,1,20,1,0
2186,57,0,0,1,3,5,11500,79,17,6,1,4,2,3,95,1,1,33,8,4,3,4,2,3,0
2187,58,0,1,0,1,1,9017,30,21,5,4,2,2,2,49,0,5,58,8,4,1,4,6,4,1
2188,56,0,0,3,3,2,9847,84,24,13,5,3,5,2,14,1,5,48,12,2,2,4,36,4,0
2189,54,0,0,4,0,1,11980,98,10,14,2,2,3,1,3,1,3,40,18,2,4,3,41,3,1
2190,26,1,1,4,3,1,19674,20,18,5,9,3,2,1,31,1,5,35,18,4,3,1,3,3,1
2191,46,1,0,1,0,3,3429,49,24,9,8,4,5,4,51,0,8,43,6,1,2,2,39,4,0
2192,47,1,2,4,0,3,3597,17,29,9,9,4,3,1,61,1,3,33,5,3,2,3,36,1,0
2193,41,0,2,3,2,1,11050,35,24,9,7,2,5,4,97,1,4,53,1,1,2,3,30,3,0
2194,33,0,2,1,1,3,7527,21,12,7,3,1,5,2,73,0,3,39,9,3,3,3,29,1,1
2195,26,1,1,2,1,2,4557,92,1,13,4,4,4,4,93,0,6,30,4,1,1,2,43,3,0
2196,56,1,0,1,1,1,3672,44,4,10,7,1,1,2,40,1,7,45,6,3,4,4,35,2,0
2197,41,0,0,3,2,3,5854,36,5,9,9,3,1,1,81,0,7,57,11,1,1,1,39,3,0
2198,24,1,0,3,2,2,8521,28,26,13,9,1,5,1,16,0,2,59,10,4,1,1,8,4,0
2199,21,0,0,2,0,1,11232,69,24,12,0,1,1,2,4,1,7,55,6,3,2,2,34,2,0
2200,46,0,2,1,1,1,7479,81,3,8,7,1,2,4,71,1,1,44,6,1,4,4,5,4,0
2201,40,0,1,3,2,3,7278,19,1,8,5,3,4,3,68,0,2,57,3,4,1,2,34,4,0
2202,57,0,2,3,2,2,4895,83,7,5,6,4,4,2,80,0,2,57,2,4,3,2,9,4,0
2203,34,0,2,2,2,1,16910,73,20,9,3,4,1,3,38,1,8,31,2,3,1,3,17,2,0
2204,40,0,1,0,0,1,14488,23,26,8,5,2,1,2,90,1,3,42,15,3,3,3,1,4,0
2205,29,1,1,1,3,5,8404,62,12,7,9,2,4,4,31,0,5,45,9,4,2,2,37,1,0
2206,42,1,2,3,2,1,11526,51,21,8,9,3,5,4,6,0,4,38,0,1,2,4,37,1,0
2207,58,1,0,4,2,5,15425,82,6,9,3,3,5,3,85,1,5,50,1,4,4,4,28,4,0
2208,24,0,1,2,2,5,8593,34,20,7,9,1,5,2,75,1,7,59,8,1,2,1,48,1,0
2209,20,1,1,0,1,2,15775,99,17,9,9,4,2,1,49,1,9,31,2,2,3,4,27,4,1
2210,32,0,2,0,1,4,5676,64,11,8,1,2,5,3,87,0,2,39,8,3,2,3,25,1,0
2211,40,0,0,2,2,5,8265,38,8,2,0,3,5,4,48,0,8,58,14,2,3,3,23,4,0
2212,45,0,1,0,0,2,17744,85,11,3,3,2,1,3,42,0,6,39,19,1,1,3,6,3,0
2213,40,0,2,3,3,3,12725,63,13,6,6,4,3,3,16,1,8,36,6,1,4,4,24,1,0
2214,37,1,1,0,1,5,6861,22,9,6,7,4,5,2,70,0,8,30,3,4,1,4,11,4,0
2215,56,1,0,1,3,4,7954,89,19,7,2,3,5,2,80,0,9,33,15,4,4,1,35,2,1
2216,51,1,2,4,2,3,4112,87,26,2,2,3,3,4,19,1,6,54,2,4,4,3,17,4,0
2217,55,0,2,3,1,5,4112,20,20,12,4,1,5,2,90,1,7,51,13,1,4,3,14,4,1
2218,36,1,0,2,3,5,13458,54,5,1,9,4,3,3,44,1,2,47,19,3,4,2,22,4,0
2219,54,1,2,4,2,4,19733,95,10,11,9,2,3,1,73,1,1,37,3,2,1,1,26,2,1
2220,30,1,0,3,1,1,6962,68,13,12,6,2,5,2,69,1,4,47,5,2,3,4,36,1,0
2221,40,0,2,4,2,4,15692,91,25,5,3,3,2,3,47,1,1,37,13,2,2,4,28,4,0
2222,45,1,0,0,1,2,3042,31,5,14,6,4,5,1,31,1,9,47,2,2,4,4,34,2,0
2223,23,0,1,2,3,2,14737,65,23,11,1,3,2,2,7,1,4,37,16,2,4,4,48,1,0
2224,53,1,1,2,3,4,8877,16,3,2,0,3,5,3,43,0,1,56,6,3,2,1,41,4,0
2225,37,0,1,1,1,4,8974,44,17,9,5,3,2,4,61,0,1,47,15,2,2,4,41,3,1
2226,59,1,2,0,0,4,18518,46,22,3,3,4,5,4,82,0,4,32,14,1,3,1,34,4,0
2227,54,1,0,1,2,4,18491,64,29,12,6,1,4,3,82,0,3,52,6,2,4,4,46,2,0
2228,48,1,0,1,3,4,18918,85,10,2,0,1,4,2,21,0,1,33,10,1,1,4,10,4,0
2229,48,0,1,0,0,5,16356,30,17,12,0,3,3,3,34,0,3,45,16,3,2,2,13,3,0
2230,57,1,1,3,1,3,14584,97,6,12,4,1,1,1,27,1,8,59,3,4,2,2,35,4,0
2231,40,1,1,1,3,2,16301,93,24,7,0,2,4,1,32,0,2,32,14,3,2,4,21,4,0
2232,32,0,0,4,3,2,16505,69,14,6,1,2,4,1,5,1,6,52,9,2,4,1,21,3,0
2233,36,0,1,3,2,3,15817,71,9,8,2,3,5,1,11,0,4,39,11,3,1,1,48,4,1
2234,28,0,2,0,0,4,14560,92,24,9,0,1,1,2,96,0,2,52,6,1,1,3,45,1,0
2235,20,0,1,2,2,3,18860,59,29,3,7,1,5,3,49,1,2,39,17,4,3,1,3,2,0
2236,21,1,1,3,1,4,19896,66,5,8,1,3,5,2,97,1,8,38,15,4,4,1,37,2,0
2237,48,1,0,1,3,2,19566,85,23,4,1,1,3,3,60,1,1,34,8,3,1,4,7,2,0
2238,52,0,2,4,0,1,19258,61,22,2,7,2,5,3,49,1,8,38,4,1,4,4,10,2,0
2239,29,1,0,0,2,2,5101,47,25,4,6,2,5,1,75,0,2,38,18,2,3,4,26,4,0
2240,59,0,2,2,0,2,12296,38,20,4,2,4,3,1,36,1,5,50,17,4,4,2,26,2,0
2241,40,1,2,4,1,1,19543,49,8,8,4,2,5,4,99,1,2,37,2,2,1,3,38,2,1
2242,47,0,1,2,3,3,14649,78,28,10,2,2,1,3,66,1,1,31,9,1,4,1,9,1,0
2243,30,1,1,0,0,5,8568,99,27,8,4,3,3,4,99,1,4,35,7,3,2,4,24,1,1
