employee_id,age,gender,marital_status,department,job_role,job_level,monthly_income,hourly_rate,years_at_company,years_in_current_role,years_since_last_promotion,work_life_balance,job_satisfaction,performance_rating,training_hours_last_year,overtime,project_count,average_hours_worked_per_week,absenteeism,work_environment_satisfaction,relationship_with_manager,job_involvement,distance_from_home,number_of_companies_worked,attrition,sentiment_score,sentiment_label,feedback_text
880,49,1,0,0,3,1,3151,38,21,9,4,1,3,3,44,0,2,40,18,1,1,1,1,1,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
881,50,1,1,0,2,4,5321,42,27,3,0,2,5,4,36,1,4,42,0,1,2,1,39,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
882,24,0,2,0,2,2,16865,94,15,9,1,1,4,1,53,0,6,55,12,1,1,3,47,2,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
883,33,0,2,3,0,2,3495,30,14,6,8,3,1,4,5,1,5,31,10,1,1,3,17,4,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
884,30,1,2,0,3,5,14987,73,1,7,6,2,2,2,13,1,6,43,6,2,2,2,29,1,0,2.0,Neutral,"My job is okay, not too good or bad."
885,28,0,1,1,0,4,5148,95,16,12,5,2,2,2,3,0,3,35,19,1,3,2,8,2,1,2.0,Neutral,"My job is okay, not too good or bad."
886,53,0,1,0,3,5,3556,68,10,10,8,2,2,1,85,0,5,37,2,4,4,3,26,1,0,3.0,Positive,I am happy with my job and work-life balance.
887,31,0,1,3,0,3,16393,93,19,2,6,1,2,2,54,1,2,47,0,4,3,2,28,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
888,54,1,1,0,2,2,4552,30,22,11,4,1,1,4,99,1,7,45,7,1,1,1,34,1,1,1.0,Negative,I am dissatisfied with my job and work-life balance.
889,54,0,1,4,3,5,6085,29,3,10,8,2,1,1,33,0,3,50,16,1,4,4,26,2,0,2.0,Neutral,"My job is okay, not too good or bad."
890,20,0,2,4,1,3,3156,25,5,14,5,2,5,4,26,1,1,58,12,2,3,2,13,2,0,3.0,Positive,I am happy with my job and work-life balance.
891,59,1,1,3,2,5,11926,79,9,6,5,3,4,4,6,0,8,41,13,2,4,4,44,4,0,3.25,Positive,I am happy with my job and work-life balance.
892,41,1,1,1,1,4,10162,93,18,6,3,3,1,4,2,1,8,40,4,1,1,2,37,2,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
893,48,0,2,1,2,4,11055,82,11,2,0,4,5,2,46,1,3,35,5,2,3,3,13,3,0,3.5,Positive,I am happy with my job and work-life balance.
894,27,0,1,2,0,4,7654,57,16,2,4,3,3,2,96,0,7,32,5,3,4,2,38,1,0,3.25,Positive,I am happy with my job and work-life balance.
895,30,1,2,3,3,4,14468,83,2,14,8,3,4,4,1,0,9,43,7,1,4,4,25,4,0,3.0,Positive,I am happy with my job and work-life balance.
896,56,1,2,0,2,1,3154,27,12,2,7,3,1,3,79,0,8,57,12,2,3,4,47,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
897,33,0,0,3,0,3,10950,24,22,10,7,1,3,4,24,1,3,31,17,4,3,3,23,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
898,49,0,0,2,3,3,18323,89,6,12,4,3,5,4,59,1,2,40,3,1,1,4,22,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
899,54,0,0,3,3,4,7626,96,11,1,8,3,1,1,78,1,7,51,16,1,2,3,21,4,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
900,40,0,0,3,2,1,17259,55,27,5,2,2,1,4,23,0,7,32,4,4,4,3,30,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
901,56,1,1,2,3,4,17873,64,8,8,2,1,3,2,14,1,9,47,2,4,3,4,11,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
902,24,0,0,1,2,1,16016,85,12,2,0,4,1,1,94,1,5,30,3,2,3,1,4,1,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
903,38,0,2,0,3,4,12369,73,29,13,8,4,2,3,13,0,4,59,4,4,3,4,33,1,0,3.25,Positive,I am happy with my job and work-life balance.
904,33,1,1,2,1,2,3153,53,27,5,5,3,1,1,53,1,8,53,13,3,4,4,47,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
905,45,0,0,4,0,2,10853,17,2,12,1,4,4,3,77,1,4,30,14,1,1,2,12,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
906,23,1,2,1,1,5,15379,90,9,8,7,4,3,1,5,0,4,41,19,3,2,4,9,1,1,3.0,Positive,I am happy with my job and work-life balance.
907,44,0,1,4,2,4,18792,21,15,10,8,4,4,1,77,0,2,44,16,2,4,2,32,4,1,3.5,Positive,I am happy with my job and work-life balance.
908,44,0,1,1,1,3,8599,63,2,14,8,3,5,3,80,0,1,34,5,4,1,2,11,4,0,3.25,Positive,I am happy with my job and work-life balance.
909,37,1,0,0,2,5,17785,40,29,5,1,4,4,2,17,0,4,56,9,1,4,4,37,2,1,3.25,Positive,I am happy with my job and work-life balance.
910,59,1,1,0,3,2,14049,47,1,2,1,3,2,2,19,0,7,35,15,4,4,3,24,3,0,3.25,Positive,I am happy with my job and work-life balance.
911,27,0,2,3,3,4,3786,62,10,3,6,2,2,2,61,0,9,45,16,4,3,1,7,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
912,58,0,1,4,2,5,7368,93,2,6,3,2,4,1,80,0,9,56,13,2,1,4,8,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
913,59,0,2,1,1,4,17923,16,12,11,0,4,5,4,79,0,1,41,19,2,3,4,33,3,0,3.5,Positive,I am happy with my job and work-life balance.
914,33,1,1,0,3,2,7272,85,23,11,7,2,1,1,39,0,5,41,11,2,3,3,25,3,0,2.0,Neutral,"My job is okay, not too good or bad."
915,51,0,0,2,0,5,8994,46,8,5,1,3,2,4,38,1,7,32,8,2,1,2,1,1,0,2.0,Neutral,"My job is okay, not too good or bad."
916,57,1,2,0,3,2,10011,18,5,11,2,2,4,4,51,0,7,59,14,1,3,3,3,3,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
917,52,1,1,2,0,1,17086,34,22,4,4,4,4,2,31,0,6,52,11,3,3,3,40,1,0,3.5,Positive,I am happy with my job and work-life balance.
918,42,0,1,1,1,2,12261,50,28,4,2,3,4,4,72,1,4,31,13,3,2,2,28,1,0,3.0,Positive,I am happy with my job and work-life balance.
919,34,1,1,0,0,4,10011,46,1,5,6,1,1,1,26,0,3,36,17,1,1,4,43,1,0,1.0,Negative,I am dissatisfied with my job and work-life balance.
920,52,0,2,0,0,3,4212,42,15,2,6,3,3,1,51,1,9,31,19,4,1,3,33,3,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
921,44,0,2,1,0,2,17141,91,6,9,1,2,5,2,96,1,4,50,5,1,3,3,46,3,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
922,36,0,2,0,0,3,12344,15,12,2,6,1,3,3,62,0,8,36,3,3,3,4,1,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
923,52,0,0,2,3,1,9704,74,8,10,5,3,5,1,73,1,1,40,11,3,1,4,38,3,0,3.0,Positive,I am happy with my job and work-life balance.
924,21,0,0,0,0,5,18896,70,13,2,9,1,5,4,62,0,7,40,12,1,1,1,27,1,0,2.0,Neutral,"My job is okay, not too good or bad."
925,33,1,2,4,3,5,3143,49,19,10,8,1,4,1,16,0,6,43,18,2,4,3,38,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
926,59,1,1,3,0,3,13681,44,27,14,8,1,2,1,48,1,1,32,12,4,1,1,35,3,0,2.0,Neutral,"My job is okay, not too good or bad."
927,59,0,0,2,2,5,10367,68,1,9,1,3,4,1,99,1,4,43,11,1,4,2,10,3,0,3.0,Positive,I am happy with my job and work-life balance.
928,58,0,2,4,1,2,6228,50,11,14,6,2,1,3,80,1,5,40,19,3,3,4,12,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
929,25,1,1,1,0,3,7582,69,20,3,4,3,5,4,81,0,8,33,2,2,2,4,10,2,0,3.0,Positive,I am happy with my job and work-life balance.
930,25,1,0,2,2,4,16147,94,1,10,5,2,2,2,22,0,4,46,2,4,2,1,34,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
931,22,1,1,3,0,2,14397,72,8,7,0,3,5,1,97,1,3,45,13,3,4,3,24,1,0,3.75,Positive,I am happy with my job and work-life balance.
932,26,1,1,3,0,2,9031,97,5,4,6,3,5,4,71,0,2,32,17,4,3,2,28,1,0,3.75,Positive,I am happy with my job and work-life balance.
933,27,0,1,1,0,2,7243,79,17,13,5,3,4,4,12,0,4,54,18,2,3,3,22,4,1,3.0,Positive,I am happy with my job and work-life balance.
934,34,0,1,1,2,4,16647,83,8,13,3,2,2,2,22,1,4,39,9,3,3,3,45,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
935,48,1,0,2,1,1,14496,65,25,6,0,3,2,1,56,1,5,50,16,2,1,1,16,4,1,2.0,Neutral,"My job is okay, not too good or bad."
936,52,0,0,0,2,5,12549,36,10,14,8,1,5,3,61,1,7,44,14,1,3,3,13,1,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
937,49,1,0,1,1,3,18146,67,2,4,3,3,2,4,53,1,9,37,18,1,1,1,36,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
938,58,0,2,0,0,1,7185,50,9,10,1,1,2,2,19,1,2,47,8,4,4,4,36,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
939,46,1,0,4,3,3,15486,82,24,7,7,4,4,3,85,1,5,32,3,2,2,4,43,3,0,3.0,Positive,I am happy with my job and work-life balance.
940,55,0,1,3,0,5,10328,50,23,1,1,4,3,4,51,1,9,36,14,2,4,4,23,1,0,3.25,Positive,I am happy with my job and work-life balance.
941,48,1,0,0,1,4,19684,66,3,3,4,2,1,1,22,1,3,59,18,4,3,2,14,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
942,57,1,1,3,2,2,6010,67,18,13,5,2,3,4,34,1,1,39,15,4,3,2,32,4,0,3.0,Positive,I am happy with my job and work-life balance.
943,52,0,2,0,0,2,8555,96,7,3,7,4,2,3,66,1,2,49,7,4,4,3,3,4,0,3.5,Positive,I am happy with my job and work-life balance.
944,56,1,1,4,2,4,3067,64,15,1,0,3,5,3,33,0,6,38,16,1,1,1,27,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
945,46,0,1,1,2,1,15185,94,21,6,0,3,1,1,32,0,5,43,0,4,1,3,19,3,1,2.25,Negative,I am dissatisfied with my job and work-life balance.
946,52,0,1,4,2,1,4537,55,22,13,3,3,1,1,45,1,1,52,6,1,1,4,22,1,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
947,23,1,2,1,0,3,19781,32,20,11,4,4,5,2,80,0,1,43,17,4,2,3,1,3,0,3.75,Positive,I am happy with my job and work-life balance.
948,41,0,0,1,2,4,14549,36,18,14,8,1,1,1,44,0,4,40,11,2,2,3,5,1,1,1.5,Negative,I am dissatisfied with my job and work-life balance.
949,21,0,0,3,2,1,8680,80,25,9,6,2,5,2,18,0,4,57,15,2,3,3,49,4,0,3.0,Positive,I am happy with my job and work-life balance.
950,29,0,2,4,0,4,11747,35,3,8,6,1,1,3,93,0,6,30,0,4,4,4,33,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
951,24,0,1,0,2,5,18116,58,28,11,7,4,3,3,86,0,6,33,14,4,4,1,19,1,1,3.75,Positive,I am happy with my job and work-life balance.
952,29,0,0,4,0,2,5941,61,23,7,4,1,1,4,14,0,6,55,6,1,3,3,36,2,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
953,52,1,2,3,1,2,13849,53,14,10,4,3,4,4,77,1,1,56,16,3,1,4,6,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
954,57,0,0,1,1,2,10067,43,24,8,0,3,5,2,65,1,9,35,2,1,2,2,15,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
955,32,0,2,3,1,4,13151,68,2,6,8,1,1,1,38,0,7,51,10,2,4,1,36,2,0,2.0,Neutral,"My job is okay, not too good or bad."
956,50,0,1,2,2,4,18126,99,14,9,5,4,5,1,17,0,7,55,5,4,3,4,33,1,0,4.0,Positive,I am happy with my job and work-life balance.
957,55,0,0,2,3,3,18613,31,22,3,8,1,4,4,69,1,7,51,5,2,1,3,24,3,0,2.0,Neutral,"My job is okay, not too good or bad."
958,43,0,2,0,3,2,9447,94,11,10,2,3,1,3,58,0,2,34,14,3,1,4,27,4,0,2.0,Neutral,"My job is okay, not too good or bad."
959,34,1,0,3,2,3,8499,74,16,10,4,3,1,2,31,0,2,32,6,1,2,1,49,1,1,1.75,Negative,I am dissatisfied with my job and work-life balance.
960,48,0,0,0,3,2,9273,45,8,9,1,4,4,3,20,0,6,31,10,2,2,3,11,2,0,3.0,Positive,I am happy with my job and work-life balance.
961,27,1,0,0,0,3,4299,87,7,4,9,1,4,3,39,0,7,32,16,1,3,2,49,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
962,24,1,0,2,3,3,9701,92,11,7,4,3,4,1,91,0,3,38,17,4,3,2,23,1,0,3.5,Positive,I am happy with my job and work-life balance.
963,48,1,2,0,2,5,7994,63,3,13,7,3,5,2,26,1,4,48,18,2,1,2,33,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
964,23,1,1,2,2,3,18627,16,17,9,1,1,4,3,1,1,3,48,7,3,1,4,41,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
965,31,0,2,1,0,4,10489,62,14,2,7,1,5,4,96,0,7,46,19,1,4,1,46,4,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
966,21,1,2,3,1,3,11269,28,6,2,3,2,3,4,79,1,7,47,7,1,1,2,47,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
967,46,1,2,0,2,2,5831,73,8,9,9,4,1,1,38,0,4,40,10,3,3,3,29,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
968,50,0,1,2,0,3,14602,72,22,12,9,4,1,4,85,0,7,41,2,2,2,3,31,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
969,55,0,0,4,3,1,14819,72,5,13,0,1,2,4,55,0,5,32,13,2,3,3,1,2,0,2.0,Neutral,"My job is okay, not too good or bad."
970,55,0,0,0,3,2,4996,65,27,3,4,4,3,3,12,0,1,47,8,1,4,4,34,3,1,3.0,Positive,I am happy with my job and work-life balance.
971,45,1,0,1,0,1,14619,98,28,9,0,3,4,4,55,0,4,53,0,3,4,1,18,1,0,3.5,Positive,I am happy with my job and work-life balance.
972,46,0,1,1,0,2,19661,16,8,13,6,1,4,4,65,0,7,35,0,1,2,1,18,4,0,2.0,Neutral,"My job is okay, not too good or bad."
973,24,0,0,4,2,4,6089,55,2,5,7,1,3,3,77,0,2,36,11,1,3,2,6,1,0,2.0,Neutral,"My job is okay, not too good or bad."
974,39,1,1,2,3,4,3523,97,15,6,2,1,4,1,55,0,2,30,10,4,4,1,40,4,0,3.25,Positive,I am happy with my job and work-life balance.
975,30,0,0,0,0,4,15410,96,12,2,2,2,2,1,27,0,1,35,0,2,3,3,1,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
976,29,0,0,2,3,1,18732,30,17,8,6,4,5,2,63,1,2,47,19,2,4,3,47,3,0,3.75,Positive,I am happy with my job and work-life balance.
977,59,0,2,1,0,5,11167,18,1,11,3,2,1,4,70,0,8,42,11,4,2,4,42,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
978,57,0,1,2,3,2,8190,26,15,9,2,3,3,3,81,1,8,51,16,2,4,3,30,3,0,3.0,Positive,I am happy with my job and work-life balance.
979,25,1,2,1,1,4,7575,43,14,2,7,4,1,2,63,1,8,48,14,2,3,1,4,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
980,27,0,2,2,2,2,10727,21,20,6,2,2,5,1,55,0,1,36,1,2,3,3,32,2,0,3.0,Positive,I am happy with my job and work-life balance.
981,42,0,2,4,3,1,18378,28,22,6,6,1,3,1,40,1,1,48,17,3,4,2,10,2,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
982,45,1,1,3,1,5,4797,26,16,8,1,2,5,3,99,0,4,38,15,4,1,4,43,3,1,3.0,Positive,I am happy with my job and work-life balance.
983,31,0,1,4,3,1,5131,19,29,10,0,1,4,2,40,0,6,32,3,1,2,4,5,3,0,2.0,Neutral,"My job is okay, not too good or bad."
984,45,1,0,4,3,2,17900,95,9,12,5,2,4,2,99,0,8,52,7,3,2,1,9,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
985,32,0,2,3,1,5,14332,46,1,5,7,2,4,3,3,0,2,41,1,1,4,3,5,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
986,59,1,0,3,3,5,9666,88,28,9,0,2,5,3,56,1,3,49,13,4,4,3,11,1,0,3.75,Positive,I am happy with my job and work-life balance.
987,37,1,2,0,3,1,19526,57,17,1,9,1,5,2,29,1,6,53,14,4,1,1,35,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
988,44,1,1,0,2,4,15479,95,29,9,8,2,5,1,87,0,4,59,8,4,2,1,27,1,0,3.25,Positive,I am happy with my job and work-life balance.
989,52,1,1,4,1,2,4410,83,13,10,2,4,1,4,83,1,2,47,1,2,1,2,4,3,0,2.0,Neutral,"My job is okay, not too good or bad."
990,59,0,1,4,1,3,15665,59,21,7,2,4,5,1,45,1,7,37,16,3,2,1,10,2,0,3.5,Positive,I am happy with my job and work-life balance.
991,31,1,2,1,0,3,3534,23,26,4,3,4,4,3,55,1,4,38,9,4,4,3,39,4,0,4.0,Positive,I am happy with my job and work-life balance.
992,55,0,1,1,3,1,6364,63,21,3,0,1,2,2,30,0,8,42,8,1,2,2,33,2,1,1.5,Negative,I am dissatisfied with my job and work-life balance.
993,23,1,2,0,2,2,6342,47,5,14,8,1,5,2,87,1,8,37,1,2,2,4,38,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
994,24,1,0,0,3,2,16465,32,10,10,2,4,2,4,6,1,7,51,18,2,2,3,8,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
995,56,1,2,1,3,1,7500,23,6,11,9,4,4,2,89,1,9,39,16,3,1,4,49,1,0,3.0,Positive,I am happy with my job and work-life balance.
996,27,0,0,1,0,2,4172,76,24,14,3,4,5,4,76,0,4,46,10,3,1,4,24,4,0,3.25,Positive,I am happy with my job and work-life balance.
997,47,1,2,2,3,4,11007,71,19,6,0,3,1,1,53,1,7,36,16,3,2,4,39,3,1,2.25,Negative,I am dissatisfied with my job and work-life balance.
998,50,0,0,2,2,1,4641,43,25,12,3,4,1,1,7,1,1,46,9,2,3,3,33,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
999,28,0,1,1,2,4,19855,92,13,13,0,2,2,2,54,0,4,52,17,4,1,4,41,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
1000,48,0,0,2,0,2,11738,39,1,1,4,3,1,2,68,1,2,59,5,1,4,3,43,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
